Accession..,Family,Genus,Species,variety.hybrid,scientific_name,Native.country,Native.Region,Origin,Date.brought.in,number,form,plant.source,latest.update,Synonym
B2005.073,Hyacinthaceae,Lachenalia,carnosa,NA,Lachenalia carnosa ,South Africa,South African,South Africa (Namaqualand),12-Apr-05,0,NA,Huntington Botanical Gardens,2/24/2023,NA
B2005.082,Hyacinthaceae,Lachenalia,pustulata,NA,Lachenalia pustulata ,South Africa,South African,South Africa,12-Apr-05,0,NA,Huntington Botanical Gardens,2/24/2023,NA
B2008.199,Hyacinthaceae,Lachenalia,unifolia,NA,Lachenalia unifolia ,South Africa,South African,South Africa,20-Nov-08,0,bulb(s),Telos Rare Bulbs,2/24/2023,NA
B2008.225,Hyacinthaceae,Lachenalia,rosea,NA,Lachenalia rosea ,South Africa,South African,South Africa,17-Dec-08,0,NA,Telos Rare Bulbs,2/24/2023,NA
B2008.226,Hyacinthaceae,Lachenalia,lutea,NA,Lachenalia lutea ,South Africa,South African,South Africa (Western Cape Province),17-Dec-08,0,NA,Telos Rare Bulbs,2/24/2023,NA
B2008.227,Hyacinthaceae,Lachenalia,tricolor,NA,Lachenalia tricolor ,South Africa,South African,South Africa,17-Dec-08,0,NA,Telos Rare Bulbs,2/24/2023,NA
B2008.228,Hyacinthaceae,Lachenalia,zebrina,NA,Lachenalia zebrina ,South Africa,South African,South Africa (Cape Province),17-Dec-08,0,NA,Telos Rare Bulbs,2/24/2023,NA
B2008.229,Hyacinthaceae,Lachenalia,sargeantii,NA,Lachenalia sargeantii ,South Africa,South African,South Africa (Cape Province),17-Dec-08,0,NA,Telos Rare Bulbs,2/24/2023,NA
B2008.230,Hyacinthaceae,Lachenalia,pallida,NA,Lachenalia pallida ,South Africa,South African,South Africa,17-Dec-08,0,NA,Telos Rare Bulbs,2/24/2023,NA
B2009.193,Hyacinthaceae,Lachenalia,aloides,var. vanzyliae,Lachenalia aloides var. vanzyliae,South Africa,South African,South Africa (Cape Province),9-Sep-09,0,NA,Telos Bulb,2/24/2023,NA
B2009.202,Hyacinthaceae,Lachenalia,isopetala,NA,Lachenalia isopetala ,South Africa,South African,South Africa (Cape Province),14-Jan-09,25,seed(s),Silverhill Seeds,2/24/2023,NA
B2009.312,Hyacinthaceae,Lachenalia,bulbifera,NA,Lachenalia bulbifera ,South Africa,South African,South Africa (Cape Province),8-Oct-09,0,seed(s),Silverhill Seeds,2/24/2023,NA
B2009.315,Hyacinthaceae,Lachenalia,pustulata,NA,Lachenalia pustulata ,South Africa,South African,South Africa,NA,0,NA,Pacific Bulb Society,2/24/2023,NA
B2010.196,Hyacinthaceae,Lachenalia,mutabilis,NA,Lachenalia mutabilis ,South Africa,South African,South Africa (Cape Province),8-Oct-09,0,seed(s),Silverhill Seeds,2/24/2023,NA
B2010.198,Hyacinthaceae,Lachenalia,aloides,NA,Lachenalia aloides ,South Africa,South African,South Africa (Cape Province),14-Oct-09,0,bulb(s),African Bulbs,2/24/2023,NA
B2010.202,Hyacinthaceae,Lachenalia,bolusii,NA,Lachenalia bolusii ,South Africa,South African,South Africa,15-Nov-10,0,seed(s),Silverhill Seeds,2/24/2023,NA
B2010.203,Hyacinthaceae,Lachenalia,orchioides,var. glaucina,Lachenalia orchioides var. glaucina,South Africa,South African,South Africa (Cape Province),8-Oct-09,0,seed(s),Silverhill Seeds,2/24/2023,NA
B2010.206,Hyacinthaceae,Lachenalia,viridiflora,NA,Lachenalia viridiflora ,South Africa,South African,South Africa (southeastern Cape),16-Nov-10,0,plant(s),Anthony Lord,2/24/2023,NA
B2011.052,Hyacinthaceae,Lachenalia,bulbifera,NA,Lachenalia bulbifera ,South Africa,South African,South Africa (Cape Province),12-Apr-11,0,seed(s),McMasters,2/24/2023,NA
B2011.106,Hyacinthaceae,Lachenalia,hirta,NA,Lachenalia hirta ,South Africa,South African,South Africa (Cape Province),6-Nov-11,0,seed(s),Colin Davis,2/24/2023,NA
B2011.114,Hyacinthaceae,Lachenalia,unifolia,NA,Lachenalia unifolia ,South Africa,South African,South Africa (Cape Province),3-Jun-11,0,bulb(s),Telos Rare Bulbs,2/24/2023,NA
B2011.120,Hyacinthaceae,Lachenalia,aloides,var. quadricolor,Lachenalia aloides var. quadricolor,South Africa,South African,South Africa (Cape Province),5-Jan-11,0,NA,Colin Davis,2/24/2023,#NAME?
B2011.121,Hyacinthaceae,Lachenalia,aloides,var. aurea,Lachenalia aloides var. aurea,South Africa,South African,South Africa (Cape Province),2-Nov-11,0,seed(s),McMaster's,2/24/2023,NA
B2011.130,Hyacinthaceae,Lachenalia,rubida,NA,Lachenalia rubida ,South Africa,South African,South Africa,5-Dec-11,0,seed(s),Silverhill Seeds,2/24/2023,NA
B2012.041,Hyacinthaceae,Lachenalia,minima,NA,Lachenalia minima ,South Africa,South African,South Africa (Cape Province),9-Oct-12,0,NA,Dylan P. Hannon,2/24/2023,NA
B2012.045,Hyacinthaceae,Lachenalia,salteri,NA,Lachenalia salteri ,South Africa,South African,South Africa (Cape Province).,19-Oct-12,0,seed(s),Silverhill Seeds,2/24/2023,NA
B2012.046,Hyacinthaceae,Lachenalia,aloides,var. aurea,Lachenalia aloides var. aurea,South Africa,South African,South Africa (Cape Province).,19-Oct-12,0,seed(s),Colin Davis,2/24/2023,NA
B2012.056,Hyacinthaceae,Lachenalia,viridiflora,NA,Lachenalia viridiflora ,South Africa,South African,South Africa (southeastern Cape),NA,100,seed(s),Collection Plant (UCD Botanical Conservatory),2/24/2023,NA
B2013.319,Hyacinthaceae,Lachenalia,kliprandensis,NA,Lachenalia kliprandensis ,South Africa,South African,South Africa (Cape Province),2-Feb-13,0,NA,Joseph Hidalgo,2/24/2023,NA
B2014.049,Hyacinthaceae,Lachenalia,karoopoortensis,NA,Lachenalia karoopoortensis ,South Africa,South African,South Africa (southwestern Cape),30-Apr-14,0,seed(s),Silverhill Seeds,2/24/2023,#NAME?
B2014.050,Hyacinthaceae,Lachenalia,orchioides,var. orchioides,Lachenalia orchioides var. orchioides,South Africa,South African,South Africa (Cape Province),30-Apr-14,0,seed(s),Silverhill Seeds,2/24/2023,NA
B2014.138,Hyacinthaceae,Lachenalia,carnosa,NA,Lachenalia carnosa ,South Africa,South African,South Africa (Namaqualand),30-Apr-14,0,seed(s),Silverhill Seeds,2/24/2023,NA
B2014.184,Hyacinthaceae,Lachenalia,aloides,NA,Lachenalia aloides ,South Africa,South African,South Africa (Cape Province),10-Jan-17,0,NA,Summerfields Indigenous Bulbs and Seed,2/24/2023,NA
B2015.120,Hyacinthaceae,Lachenalia,aloides,NA,Lachenalia aloides ,South Africa,South African,South Africa (Cape Province),20-Aug-15,2,bulb(s),Colin Davis,2/24/2023,NA
B2015.127,Hyacinthaceae,Lachenalia,unifolia,NA,Lachenalia unifolia ,South Africa,South African,South Africa (Cape Province),20-Aug-15,7,bulb(s),Colin Davis,2/24/2023,NA
B2015.128,Hyacinthaceae,Lachenalia,aloides,var. vanzyliae,Lachenalia aloides var. vanzyliae,South Africa,South African,South Africa (Cape Province),20-Aug-15,30,bulb(s),Colin Davis,2/24/2023,NA
B2015.137,Hyacinthaceae,Lachenalia,obscura,NA,Lachenalia obscura ,South Africa,South African,South Africa (Cape Province),20-Aug-15,5,bulb(s),Colin Davis,2/24/2023,NA
B2015.138,Hyacinthaceae,Lachenalia,purpureocaerulea,NA,Lachenalia purpureocaerulea ,South Africa,South African,South Africa (SW Cape),20-Aug-15,14,bulb(s),Colin Davis,2/24/2023,NA
B2015.139,Hyacinthaceae,Lachenalia,violacea,NA,Lachenalia violacea ,South Africa,South African,South Africa (NW Cape),20-Aug-15,5,bulb(s),Colin Davis,2/24/2023,NA
B2015.144,Hyacinthaceae,Lachenalia,isopetala,NA,Lachenalia isopetala ,South Africa,South African,South Africa (Cape Province),20-Aug-15,15,bulb(s),Colin Davis,2/24/2023,NA
B2015.145,Hyacinthaceae,Lachenalia,comptonii,NA,Lachenalia comptonii ,South Africa,South African,South Africa (Cape Province),20-Aug-15,8,bulb(s),Colin Davis,2/24/2023,NA
B2015.146,Hyacinthaceae,Lachenalia,bulbifera,NA,Lachenalia bulbifera ,South Africa,South African,South Africa (Cape Province),20-Aug-15,30,bulb(s),Colin Davis,2/24/2023,NA
B2015.148,Hyacinthaceae,Lachenalia,youngii,NA,Lachenalia youngii ,South Africa,South African,South Africa (Cape Province),20-Aug-15,5,bulb(s),Colin Davis,2/24/2023,NA
B2015.157,Hyacinthaceae,Lachenalia,angelica,NA,Lachenalia angelica ,South Africa,South African,South Africa (Cape Province),20-Aug-15,50,bulb(s),Colin Davis,2/24/2023,NA
B2015.160,Hyacinthaceae,Lachenalia,lutea,NA,Lachenalia lutea ,South Africa,South African,South Africa (Western Cape Province),20-Aug-15,20,bulb(s),Colin Davis,2/24/2023,NA
B2015.161,Hyacinthaceae,Lachenalia,juncifolia,NA,Lachenalia juncifolia ,South Africa,South African,South Africa (southeastern Cape),20-Aug-15,20,bulb(s),Colin Davis,2/24/2023,NA
B2015.164,Hyacinthaceae,Lachenalia,orchioides,var. orchioides,Lachenalia orchioides var. orchioides,South Africa,South African,South Africa (Cape Province),20-Aug-15,8,bulb(s),Colin Davis,2/24/2023,NA
B2015.165,Hyacinthaceae,Lachenalia,pustulata,NA,Lachenalia pustulata ,South Africa,South African,South Africa (Southwest Cape),20-Aug-15,25,bulb(s),Colin Davis,2/24/2023,NA
B2015.166,Hyacinthaceae,Lachenalia,rosea,NA,Lachenalia rosea ,South Africa,South African,South Africa (Cape Province),20-Aug-15,40,bulb(s),Colin Davis,2/24/2023,NA
B2015.167,Hyacinthaceae,Lachenalia,orchioides,var. glaucina,Lachenalia orchioides var. glaucina,South Africa,South African,South Africa (Cape province),20-Aug-15,30,bulb(s),Colin Davis,2/24/2023,NA
B2015.208,Hyacinthaceae,Lachenalia,multifolia,NA,Lachenalia multifolia ,South Africa,South African,South Africa (Cape Province),20-Oct-15,3,bulb(s),Nhu Nguyen,2/24/2023,NA
B2017.051,Hyacinthaceae,Lachenalia,orchioides,var. glaucina,Lachenalia orchioides var. glaucina,South Africa,South African,South Africa (Cape province),3-Jan-17,0,NA,Nhu Nguyen,2/24/2023,NA
B2017.063,Liliaceae,Lachenalia,mathewsii,NA,Lachenalia mathewsii ,South Africa,South African,South Africa (Cape Province),3-Jan-17,0,NA,Nhu Nguyen,2/24/2023,NA
B2017.237,Hyacinthaceae,Lachenalia,bulbifera,NA,Lachenalia bulbifera ,South Africa,South African,South Africa (Cape Province),10-Nov-17,25,seed(s),Silverhill Seeds,2/24/2023,NA
B2017.238,Hyacinthaceae,Lachenalia,orchioides,var. glaucina,Lachenalia orchioides var. glaucina,South Africa,South African,South Africa (Cape province),10-Nov-17,15,seed(s),Silverhill Seeds,2/24/2023,NA
B2017.239,Hyacinthaceae,Lachenalia,rubida,NA,Lachenalia rubida ,South Africa,South African,South Africa,10-Nov-17,100,seed(s),Silverhill Seeds,2/24/2023,NA
B2017.240,Hyacinthaceae,Lachenalia,zebrina,NA,Lachenalia zebrina ,South Africa,South African,South Africa (Cape Province),10-Nov-17,100,seed(s),Silverhill Seeds,2/24/2023,NA
B2018.001,Hyacinthaceae,Lachenalia,aloides,var. vanzyliae,Lachenalia aloides var. vanzyliae,South Africa,South African,South Africa (Cape Province),4-Jan-18,0,plant(s),Chuck Powell,2/24/2023,lightly spotted
B2018.002,Hyacinthaceae,Lachenalia,aloides,var. vanzyliae,Lachenalia aloides var. vanzyliae,South Africa,South African,South Africa (Cape Province),4-Jan-18,0,plant(s),Chuck Powell,2/24/2023,heavily spotted
B2019.059,Hyacinthaceae,Lachenalia,bulbifera,NA,Lachenalia bulbifera ,South Africa,South African,South Africa (Cape Province),29-Jan-19,0,seed(s),Silverhill Seeds,2/24/2023,NA
B2019.060,Hyacinthaceae,Lachenalia,longibracteata,NA,Lachenalia longibracteata ,South Africa,South African,South Africa (Cape Province),29-Jan-19,0,seed(s),Silverhill Seeds,2/24/2023,NA
B2019.061,Hyacinthaceae,Lachenalia,orchioides,var. orchioides,Lachenalia orchioides var. orchioides,South Africa,South African,South Africa (Cape Province),29-Jan-19,0,seed(s),Silverhill Seeds,2/24/2023,NA
B2019.062,Hyacinthaceae,Lachenalia,pustulata,NA,Lachenalia pustulata ,South Africa,South African,South Africa (Southwest Cape),29-Jan-19,0,seed(s),Silverhill Seeds,2/24/2023,NA
B2019.063,Hyacinthaceae,Lachenalia,stayneri,NA,Lachenalia stayneri ,South Africa,South African,South Africa (Northwestern Cape),29-Jan-19,0,seed(s),Silverhill Seeds,2/24/2023,NA
B2019.155,Hyacinthaceae,Lachenalia,sp,NA,Lachenalia sp ,NA,NA,NA,9-Apr-19,0,plant(s),Tim Harvey,2/24/2023,NA
B2021.095,Hyacinthaceae,Lachenalia,unifolia,NA,Lachenalia unifolia ,South Africa,South African,South Africa (Cape Province),20-Oct-21,2,NA,Huntington Botanical Gardens,2/24/2023,NA
B2021.207,Hyacinthaceae,Lachenalia,zebrina,NA,Lachenalia zebrina ,South Africa,South African,South Africa (Cape Province),15-Oct-21,0,NA,Silverhill Seeds,2/24/2023,NA
B2021.208,Hyacinthaceae,Lachenalia,obscura,NA,Lachenalia obscura ,South Africa,South African,South Africa (Cape Province),15-Oct-21,0,NA,Silverhill Seeds,2/24/2023,NA
B2021.209,Hyacinthaceae,Lachenalia,orchioides,NA,Lachenalia orchioides ,South Africa,South African,South Africa (Cape Province),15-Oct-21,0,seed(s),Silverhill Seeds,2/24/2023,NA
B2021.210,Hyacinthaceae,Lachenalia,aloides,NA,Lachenalia aloides ,South Africa,South African,South Africa (Cape Province),15-Oct-21,0,seed(s),Silverhill Seeds,2/24/2023,NA
B94.144,Hyacinthaceae,Lachenalia,viridiflora,NA,Lachenalia viridiflora ,South Africa,South African,South Africa (southeastern Cape),15-Mar-94,0,NA,California Horticultural Society,2/24/2023,NA
B98.140,Hyacinthaceae,Lachenalia,aloides,NA,Lachenalia aloides ,South Africa,South African,South African (Cape Province),13-May-98,0,NA,Bill Baumgartl,2/24/2023,NA
B99.260,Hyacinthaceae,Lachenalia,viridiflora,NA,Lachenalia viridiflora ,South Africa,South African,South Africa (southeastern Cape),1-Nov-99,0,NA,Clinton Morse,2/24/2023,NA
B2016.221,Malvaceae,Kokia,drynarioides,NA,Kokia drynarioides ,Hawaian Islands,Hawaii,Hawaii (Big Island),13-Aug-16,0,plant(s),San Diego Botanic Garden,2/24/2023,NA
B66.248,Gesneriaceae,Kohleria,tubiflora,NA,Kohleria tubiflora ,Multiple Countries,American,Nicaragua to N of S America and Caribbean,NA,0,NA,Unknown,2/24/2023,NA
B82.520,Gesneriaceae,Kohleria,eriantha,NA,Kohleria eriantha ,Colombia,South American,Colombia,NA,0,NA,NA,2/24/2023,NA
